bnf_code,bnf_name,items
0407010B0AAAEAE,Aspirin 300mg dispersible tablets,30648
23350103790,"Moderma Flex colostomy bag with filter and SoftFlex skin barrier, maxi oval 15-65/75mm",2027
0601012S0BGAAAE,Humulin I 100units/ml suspension for injection 10ml vials,5626
23351003850,"SenSura Mio soft convex colostomy bag with filter, maxi soft cover 15-33mm",5617
20090000983,Skinnies Viscose stockinette vest long sleeve 2-5 years,1787
1304000G0AACDCD,Clobetasol 500micrograms/g shampoo,14043
1104010I0AAAUAU,Dexamethasone 0.1% eye drops preservative free,22688
090402000BBZKA0,Optifibre powder 5g sachets,2278
0904010H0BJAVAA,Glutafin gluten free high fibre loaf sliced,2846
090401030BXABAK,Barkat gluten free all purpose flour mix,2422
0101010J0AAAAAA,Magnesium trisilicate oral suspension,1714
20031600131,UrgoStart Contact dressing 10cm x 10cm,1989
0402010T0BBAAAA,Clopixol 2mg tablets,5050
0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials,133301
090607000BBCGAX,Ketovite tablets,13902
20020201114,Coban 2 Comfort Foam Layer bandage 10cm x 3.5m,1621
100101080AAAAAA,Aceclofenac 100mg tablets,4496
0304030C0AAA3A3,"Adrenaline (base) 300mcg/0.3ml (1in1,000) inj pf dispos dev",4317
090402000BDDHCA,Aymes Shake Fibre powder 57g sachets banana,628
0802020T0AAABAB,Tacrolimus 1mg capsules,1552
0501060D0AAANAN,Clindamycin 75mg/5ml oral suspension,333
1302011L0BJAAAG,E45 emollient wash cream,10773
1310020H0BBACAE,Canesten Dermatological 1% spray,353
23964109725,Confidence Supersoft convex urostomy bag 13-25mm,746
1305020A0AAABAB,Acitretin 10mg capsules,5093
21010220114,Acapella Choice Blue mucus clearance device,1790
20031200101,KerraLite Cool Non-Adhesive sheet 6cm x 6cm square,2361
090900000BBLJA0,GlucoRx Torq oral gel black cherry,2880
23604106552,"Confidence BE soft convex ileostomy bag with filter and overlap, large 13mm-52mm white",166
1001022K0BBAEAE,Depo-Medrone 120mg/3ml suspension for injection vials,2492
23303243075,Ostomy prolapse overbelt,1068
20030100453,PremierPad dressing pad 10cm x 20cm,512
21270000473,Mediven Elegance class 1 (18-21mmHg) thigh length closed toe with top band,966
21020001432,LINC all silicone open tipped suprapubic cath + integral balloon & water filled syrg stnd 12Ch-14Ch,2431
0407020A0BVADAG,Yemex 75micrograms/hour transdermal patches,141
23944809508,Combihesive Natura two piece ostomy system ileostomy bag standard 38mm opaque,1041
20090000955,CliniFast stockinette vest long sleeve 8-11 years,506
090401010BKABAA,Taranis low protein natural cake mix,256
23601006272,"Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi opaque 33mm",450
0704010M0BBAAAA,Doralese Tiltab 20mg tablets,968
0601023Y0BBABAB,Byetta 10micrograms/0.04ml inj 2.4ml pre-filled pens,3930
20030700009,Actisorb Silver 220 dressing 6.5cm x 9.5cm,1020
22506155006,Ugo 7C sterile leg bag with lever tap 750ml short tube,367
21270000762,Sigvaris Advance 2 medium compression (20-25mmHg) armsleeve with grip top and hand piece,859
21280000117,Qufora IrriSedo Balloon System accessory set small,291
1502010J0BNAICB,Lidocaine 100mg/5ml (2%) inj Mini-Plasco ampoules (Hameln),58
23255952505,Vanilla Blush female support briefs size 6-22 navy,479
22303953084,Freedom Transfix sheath style 1 41mm,70
0211000P0AABCBC,Tranexamic acid 500mg/5ml oral suspension,711
131002030BBACAB,Lamisil AT 1% spray,386
22302403026,Jade Ultra Flex Short sheath intermediate,212
23350703672,Nova Mini colostomy bag 30mm,287
23301023088,Comfizz stoma protector,327
21011200433,"Milex ring pessary size 6, 83mm diameter, silicone with support/folding",306
21012400101,Nitty Gritty NitFree steel nit comb,191
0409010Z0BBAGAG,Neupro 3mg/24hours transdermal patches,107
0409010X0AAABAB,Levodopa 100mg / Carbidopa 25mg / Entacapone 200mg tablets,2636
23941010038,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, maxi 35mm grey",209
1002020J0AAARAR,Dantrolene 25mg/5ml oral solution,98
20090001279,Skinnies AM babygrow 3-6 months,56
21020001383,WyCath uncoated catheter standard 4 eyelets soft tip 10Ch-16Ch,367
0904010H0BTACAA,Just: Gluten Free white sandwich bread,203
23941010036,"SenSura Mio Flex two piece ostomy system ileostomy bag with filter, midi 50mm",883
20050200166,Provox Tracheofix laryngectomy protector 55mm x 60mm (2 strip) beige,162
1002020Z0BBAAAA,Myopridin 3mg tablets,764
090401000BBVTA0,KetoCal 2.5:1LQ liquid,616
21270002564,Haddenham Star Cotton MTO class 2 (23-32mmHg) below knee closed toe,113
22302953064,b.sure Quickfit latex free self-adhering sheath shorter length 22mm,97
0703010G0BFAAAC,Cilest 35microgram/250microgram tablets,95
23355903518,"Colomate colostomy bag with filter and overlap, large 13mm",96
23350703853,"NovaLife TRE 1 colostomy bag with viewing option, midi 25-55/70mm",229
23961009713,SenSura Mio Concave urostomy bag maxi 30mm grey,64
1502010J0BUAABY,Denela 5% cream,785
20030600288,Biatain Ag dressing 10cm x 20cm rectangular,210
0402020G0BBAGAI,Depixol Low Volume 200mg/1ml solution for injection ampoules,1442
23601006260,"Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi 15-33mm transparent",98
0906040G0ECAHAN,ColeDose D3 800unit capsules,287
21120000115,Mini-Wright peak flow meter replacement mouthpiece plastic,498
23943459465,Pelican Platinum two piece ostomy system baseplate 60mm ring 25mm,30
20030100677,365 Transparent Island dressing 10cm x 30cm,81
22150101502,Faecal collector 1 litre,119
21160000131,Sodium chloride 0.9% irrigation solution 20ml ISO-POD unit dose,158
23301023091,Comfizz Level II unisex support boxers large/extra large white,74
23601006238,"Assura Inspire ileostomy bag with filter and Hide-Away outlet, midi opaque 35mm",178
1307000Q0BBAAAB,Avoca 40% silver nitrate pencils,197
20050600122,Provox Life Sensitive adhesive plus,213
23963359660,Option hydrocolloid low profile soft convex urostomy bag 40mm plateau 25mm,42
22303953009,UltraFlex Clear silicone sheath extra large,60
21270000734,Carolon class 2 (18-24mmHg) below knee closed toe,43
20030400131,Hydrocoll Border (bevelled edge) dressing 7.5cm x 7.5cm square,119
20030100563,Cutiplast Steril dressing 10cm x 20cm,29
22900609032,Acti-Brief Plus urinal system with briefs 35mm,254
1001030U0AABZBZ,Methotrexate 27.5mg/0.55ml inj pre-filled disposable devices,42
090401000BBFGA0,MSUD Aid 111 powder,44
23601006274,"Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi opaque 21mm",56
23940709707,Nova 2 Mini EasiFold two piece ostomy system ileostomy bag with filter opaque 55mm,117
23604806270,Esteem+ Flex convex ileostomy bag 20-57mm,142
20031400050,Pro-Sil gel,55
23305951080,Vanilla Blush Level 2/3 unisex support vest small white,28
0106050U0AAAAAA,Sod dihydrogen phos 542mg/Disod hydrogen phos 240mg/ml soln,29
22902199049,Afex Core Supporter briefs medium,55
23943459455,Pelican Platinum two piece ostomy system ileostomy bag maxi,47
23301023024,Comfizz Level I female support briefs small/medium white,62
21011200336,"Bioteque America ring pessary size 5, 76mm diameter, silicone with support",202
1002010Q0AABKBK,Pyridostigmine bromide 180mg modified-release tablets,55
1003020Y0AAACAC,Menthol 2% gel,64
1002010Q0AAASAS,Pyridostigmine bromide 15mg/5ml oral liquid,32
23941009923,Assura Soft Seal Extra two piece ostomy system convex baseplate 60mm flange 15-43mm,45
0407020ADBMAHAI,Abtard 80mg modified-release tablets,141
0408010G0AAABAB,Gabapentin 300mg capsules,4236092
0601060D0DBAAA0,Element testing strips,19211
21300000308,Teardew 0.3% eye drops,7591
0101021B0BQADAL,Acidex Advance oral suspension peppermint,119961
21300000117,Lumecare Hypromellose 0.3% eye drops,16960
0601022B0BBAEAV,Glucophage SR 1000mg tablets,122724
0408010C0BBAAAB,Tegretol 100mg tablets,190349
20100000591,Hypafix tape 5cm,15899
21300000300,Optive 0.5% eye drops,164023
1404000H0BWAAAK,Quadrivalent Flu/Vac/Split inj 0.5ml pfs,987322
0302000C0BJAEBG,Qvar 50micrograms/dose Easi-Breathe inhaler,55953
0208020X0AAABAB,Dabigatran etexilate 110mg capsules,179933
0302000C0BTAABE,Soprobec 50micrograms/dose inhaler,49137
0601011L0BBAGAF,Humalog KwikPen 100units/ml inj 3ml pre-filled pens,188940
21220000110,Emollin aerosol spray,33747
0206020R0AAAPAP,Nifedipine 60mg modified-release tablets,25582
0408010W0BBADAA,Epilim 200mg/5ml liquid,103729
1203010M0AAAAAA,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free,40921
20030900043,Mepitel One dressing 24cm x 27.5cm,237
0407020ADBCABAG,OxyContin 20mg modified-release tablets,11395
22502955015,Discreet sterile leg bag 450ml,501
21300000135,Vismed Gel 0.3% eye gel 0.45ml unit dose preservative free,2997
0206010K0AABCBC,Isosorbide mononitrate 30mg tablets,1054
0605020E0AABNBN,Desmopressin 240microgram oral lyophilisates sugar free,27402
0109010U0BCACBK,Ursofalk 500mg tablets,2753
0605020E0BEAAAE,Desmotabs 0.2mg tablets,2412
1108010F0AABNBN,Hypromellose 0.32% eye drops,4332
0906040G0AADNDN,"Colecalciferol 10,000units/ml oral drops sugar free",7192
0212000ACAAAAAA,Simvastatin 20mg / Ezetimibe 10mg tablets,2615
21280000156,Qufora IrriSedo Klick control unit,657
1106000AJBBAAAA,Azarga 10mg/ml / 5mg/ml eye drops,70755
090402000BBTIA0,Fresubin 5kcal shot drink lemon,9451
20032100142,Pico 7 dressing kit 15cm x 20cm,449
1106000AFBDAAAD,Eyreida 0.3mg/ml eye drops,1499
23153061500,Lifteez non-sting medical adhesive remover aerosol,6183
23303373092,HiLINE breathable stretch unisex ostomy belt small-XX large,516
0208020H0BBAAAA,Sinthrome 1mg tablets,7296
20030600323,ActivHeal Non-Adhesive Foam polyurethane dressing 5cm x 5cm square,3023
22500505002,Uriplan sterile leg bag direct inlet 750ml,797
21270001887,Jobst for Men Explore class 1 (18-21mmHg) below knee closed toe,3276
20030900074,Allevyn Gentle Border Heel dressing 23cm x 23.2cm,2177
23943459462,Pelican Platinum two piece ostomy system baseplate 60mm ring 15-37.5mm,364
21200000006,Jobst UlcerCARE compression liner pack medium,2220
0403030P0AAAGAG,Paroxetine 10mg/5ml oral suspension sugar free,5972
0904010ALBBALAA,Promin low protein pasta in sauce 66g sach cheese & broccoli,784
21020000791,Lubri-Sil Comprehensive Care Foley Tray catheter male medium 12Ch-16Ch,2927
040702040BDADAI,Zamadol SR 150mg capsules,759
090401000BBRPA0,PKU Lophlex LQ 20 liquid (6 flavours),2723
20033000093,kliniderm Foam Border dressing 7.5cm x 7.5cm square,2502
23301023284,Comfizz Level I support boxers with cup medium/large black,114
20031700221,Exufiber dressing 5cm x 5cm square,2487
090401000BBQVA0,PKU express plus20 powder 34g sachets orange,213
23355903570,"Trio Genii with Sil2 silicone flange colostomy bag with filter, mini 15-60mm dark",43
130201000AADMDM,Emulsifying ointment 50% / Liquid paraffin 50% ointment,293
0411000E0BBAHAI,Exelon 13.3mg/24hours transdermal patches,452
23301023097,Comfizz Level II female support briefs extra large/XX large white,32
0407020L0BBAAAB,Meptid 200mg tablets,1542
23600106055,Premium ileostomy bag 38mm,101
20031700060,Cutimed Sorbion Sachet Extra dressing 7.5cm x 7.5cm,52
0410020B0BDAHAZ,NiQuitin 4mg lozenges original menthol mint,29
0107020J0BCAEAB,Anusol Soothing Relief suppositories,392
20200000250,Skinnies Silk leggings 11-14 years,115
21270001360,Juzo Expert custom fit class 2 (23-32mmHg) armsleeve,360
1001010E0BGAAAD,Etopan XL 600mg tablets,419
20020200932,Actico bandage 6cm x 6m,204
20090001305,Skinnies AM vest short sleeved 2-5 years,62
0605010S0BBAVBG,Genotropin MiniQuick 2mg inj pre-filled disposable devices,54
0803042R0BBAAAA,Firmagon 80mg inj vials,1156
21270002823,Mediven Cosy MTM class 1 (18-21mmHg) below knee open toe,472
23605606303,Welland Aura ileostomy bag midi 35mm beige,286
190205500BCQGA0,Octenicare Repair Creme,67
23300263354,Suportx breathable tube ostomy belt extra large 26cm skin,73
0803020H0BDADAF,Provera 400mg tablets,344
20032400001,Tegaderm Absorbent Clear Acrylic dressing 7.6cm x 9.5cm oval,721
23350703781,NovaLife 1 colostomy bag maxi opaque 30-70/90mm,77
20050200111,Sofshield laryngectomy protector large white,130
090401000BBJYA0,Nutricia Flavour Modjul powder blackcurrant,151
20030100482,Leukomed T plus dressing 8cm x 15cm,60
23944809515,Combihesive Natura two piece ostomy system ileostomy bag small 32mm,205
21020000863,Folysil all silicone catheter paediatric 6Ch-10Ch,589
21300000800,Eye pad No 16 with bandage BPC,276
22303953054,Freedom sheath large,298
20100000594,Hypafix tape 20cm,406
0606020W0BEAAAD,Quodixor 150mg tablets,43
0203020G0BDABAC,Rythmodan Retard 250mg tablets,456
20090001076,Skinnies Viscose stockinette vest short sleeve 2-5 years,53
21270002655,Haddenham Doktus MTO class 2 (23-32mmHg) below knee closed toe,38
0601040I0BFABAE,Rapilose OGTT solution,189
20200000106,DermaSilk body suit 3-4 years,52
23601006289,"Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, maxi soft cover 21mm",31
1001030C0AAAIAI,Hydroxychloroquine 200mg/5ml oral solution,69
0408010AEAAAJAJ,Pregabalin 150mg/5ml oral liquid,82
23965609637,Welland FreeStyle Vie convex urostomy bag small plateau 13-25mm clear,28
0209000Z0BBABAB,Brilique 60mg tablets,192
20030900268,ActivHeal silicone wound contact layer dressing 10cm x 20cm,509
23300263258,Suportx Easy Peel breathable ostomy belt XX large 26cm white,28
0902021X0BIAAAD,Water for injections 10ml Sure-Amp ampoules,35
23300000033,Suportx shield ostomy belt with Easy Peel fastening large 20cm left shield black,59
20031700140,Curea P1 dressing 20cm x 30cm rectangular,37
0205051R0AAAHAH,Ramipril 10mg/5ml oral liquid,72
21270000622,Altiven class 1 (18-21mmHg) below knee open toe,40
20031700106,DryMax Extra Soft dressing 20cm x 20cm square,45
0401020E0AAABAB,Chlordiazepoxide 10mg tablets,62
0205051P0BBAAAA,Accuretic 10mg/12.5mg tablets,78
0302000X0AAABAB,Indacaterol 125microg/Mometasone 127.5microg/dose pdr caps,24
21270000167,ActiLymph class 2 (23-32mmHg) armsleeve with top band standard,41
090401000BBKNA0,Hepa-Merz Granulat 3000 granules sachets,46
0407020ADBMABAF,Abtard 10mg modified-release tablets,28
0102000N0AAABAB,Hyoscine butylbromide 10mg tablets,1154620
0704020ABAAAAAA,Solifenacin 5mg tablets,1627399
0902021X0AAADAD,Water for injections 10ml ampoules,155903
090401000BBGFA0,Fortijuce liquid (7 flavours),156829
0209000Z0AAABAB,Ticagrelor 60mg tablets,79343
0407020ADAAAFAF,Oxycodone 10mg modified-release tablets,52490
0601022B0BRAAAS,Glucorex SR 500mg tablets,6951
1106000Z0BHAAAS,Tiopex 1mg/g eye gel 0.4g unit dose,84123
0403010N0AAAEAE,Imipramine 25mg tablets,77558
0501015P0BBABAB,Selexid 200mg tablets,1666
21010900742,Mylife Clickfine AutoProtect hypod ins needles for pf/reusable pen injectors screw on 5mm/31gauge,20483
0408010W0BBAPBW,Epilim Chronosphere MR 100mg granules sachets,8580
0906040G0AADWDW,"Colecalciferol 2,200unit capsules",3258
1103010C0AAAJAJ,Chloramphenicol 0.5% eye drops preservative free,11974
21020000838,LoFric Primo catheter female non PVC 8Ch-18Ch,3188
20030100078,Mepore dressing 10cm x 11cm,40069
0105010B0BDAEAK,Salofalk 1g/application foam enema,7821
0601023A0AAAAAA,Acarbose 50mg tablets,17120
23600106353,"Moderma Flex soft convex ileo bag + fltr, CeraPlus s/barr & Lock'n'Roll closure, midi 15-55mm beige",1099
23604106564,"Confidence BE soft convex ileostomy bag with filter and overlap, standard 28mm black",226
23965909607,Uromate urostomy bag large 13mm,61
0905030G0AABCBC,Sodium fluoride 0.05% mouthwash sugar free,11977
0408010AKAAABAB,Perampanel 4mg tablets,9799
22303953105,Clear Advantage with Aloe silicone sheath style 1 28mm,1846
0803042R0AAAAAA,Degarelix 80mg inj vials,27388
0501100H0AAAFAF,Dapsone 50mg tablets,19476
0904010H0BRADAA,Warburtons gluten free brown rolls,856
1502010I0AAAKAK,Lidocaine 4% cream,4485
091000000BBPFBU,Valupak Multivitamin plus Iron One A Day tablets,3685
0205052ACBBACAC,Sevikar HCT 40mg/10mg/12.5mg tablets,2039
0601023AJBBAAAA,Vipdomet 12.5mg/1000mg tablets,3576
20030600320,ActivHeal Foam Adhesive dressing 10cm x 10cm square,11068
0601011A0BCACAA,Fiasp 100units/ml solution for injection 10ml vials,36320
0403010X0AAAFAF,Trazodone 50mg/5ml oral solution sugar free,44387
090401000BBMBA0,Nutriprem 2 liquid,10987
0404000M0BBAAAA,Ritalin 10mg tablets,10560
0304010I0BEAFAB,Benadryl Allergy Children's 1mg/ml oral solution,325
1309000L0AAABAB,Benzalkonium chloride 0.5% shampoo,9302
20031500076,Independence wound drainage bag with extra dressing,8015
0403010L0AAABAB,Doxepin 25mg capsules,12272
0407010F0BPAAAP,Solpadeine Max 12.8mg/500mg tablets,546
20050500022,FreeVent neckband 2 piece large,1905
0407010H0AABNBN,Paracetamol 1g suppositories,1230
0802020T0BCABAN,Advagraf 1mg modified-release capsules,7481
20030100210,Primapore dressing 8cm x 10cm,1376
23600106352,"Moderma Flex soft convex ileo bag + fltr, CeraPlus s/barr & Lock'n'Roll closure, midi 15-38mm beige",4297
23355603794,"Welland FreeStyle Vie colostomy bag with Dual Carb filter, medium 13mm clear",470
20030900056,Mepilex Ag dressing 10cm x 10cm,1580
21010900796,HumaPen Savvio hypod insulin inj pen reusable for 3ml cart 1 unit dial up / range 1-60 units green,546
23800108010,Karaya paste,665
20031600123,Aquacel Ag Foam dressing (adhesive) 25cm x 30cm,69
23801008004,Brava Coloplast strip paste,2935
23603456298,"Pelican Select convex ileostomy bag with filter, standard 25mm clear",527
1108010K0AAAYAY,Sodium chloride 0.9% eye dps 0.5ml ud preservative free,4501
0402010ABBBABAB,Seroquel 25mg tablets,2691
23600706150,InVent ileostomy bag with filter opaque,413
23354103824,"Confidence BE colostomy bag with filter and overlap, standard 38mm black",34
0601023AVBBAAAA,Qtern 5mg/10mg tablets,4254
22303953086,Freedom Transfix sheath style 2 29mm,429
23605906120,"Pelican ModaVi soft convex ileostomy bag with filter, medium 12-40mm black",1493
23944809615,Combihesive Natura two piece ostomy system stomahesive flexible flange 32mm,112
0202020L0AAABAB,Furosemide 50mg/5ml solution for injection ampoules,398
21020001169,HydroSil Silicone Hydrophilic Personal catheter female 10Ch-18Ch,1286
20031700216,Cutimed Sorbion Sachet S dressing 20cm x 20cm square,161
23853458507,Ostomy cohesive seal large,1359
0503010H0AAAAAA,Tenofovir 245mg tablets,1514
21020001519,Careline 100% silicone catheter with 2 way pre-filled syringe female 12Ch-24Ch,466
21010900726,BGStar Ultra-Thin lancets 0.2mm/33gauge,598
0301012F0AAABAB,Ephedrine hydrochloride 30mg tablets,652
23941009501,Assura two piece ostomy system urostomy bag midi 50mm,68
1001030F0AAAEAE,Penicillamine 125mg tablets,1311
0402010ABBGACAX,Atrolak XL 300mg tablets,322
23300703005,Dansac ostomy belt long beige 150cm,371
23601006352,"SenSura Mio ileostomy bag with filter, midi 25mm",923
21270002213,Eurostar non-standard colour for lymphoedema garment lower extremities,40
21270001241,ReadyWrap armsleeve,53
23604106570,"Confidence BE soft convex ileostomy bag with filter and overlap, standard 25mm stone",579
22502955003,Bendi non-sterile leg bag with swing tap 20cm inlet 1.3 litre,162
23605606272,"Welland FreeStyle Vie convex ileostomy bag with Dual Carb filter, medium plateau 29mm beige",94
20200000268,Skinnies Silk gloves large child,59
21380000131,Dermisplus Prevent pad 20cm x 20cm x 1.2cm,57
22504885002,Rusch sterile leg bag with slide tap 350ml 30cm tubing slide tap,144
20050300451,Provox LaryTube 27mm length (standard) 7605,53
23960109708,Impression C urostomy bag 38mm,60
21020000873,Self-Cath catheter paediatric 6Ch-8Ch,115
1106000I0AAACAC,Betaxolol 0.25% eye drops 0.25ml unit dose preservative free,1464
20050400121,Excilon AMD sponges 10cm x 10cm,164
090401030BTAAAK,Finax gluten free fibre bread mix,49
23941010102,SenSura Mio Concave Click two piece ostomy system baseplate 50mm 25mm,69
1001030U0AABLBL,Methotrexate 17.5mg/0.35ml inj pre-filled syringes,719
23354103798,"Confidence Natural soft convex colostomy bag with filter and overlap, mini 13-38mm",125
0202020U0BBABAB,Torem 5mg tablets,125
0904010E0BHAAAF,PK Foods low protein jelly mix dessert (2 flavours),94
23355903584,Welland Aura Plus colostomy bag mini 13mm-50mm/70mm black,179
20030900400,Mepilex Border Comfort dressing 15cm x 15cm,2216
090401000BBXLCX,HCU Lophlex powder 29g sachets,47
040201060AAAKAK,Olanzapine 15mg oral lyophilisates sugar free,582
21270000346,Jobst Bella Lite class 2 (20-30mmHg) combined armsleeve with silicone band,280
21300000910,HydraMed Forte 0.4% eye drops 0.5ml unit dose preservative free,506
20050600015,SpiroTect tracheostomy tube holder 1 piece,143
090402000BDCEBQ,SLO Milkshake+ IDDSI 1 Slightly Thick pdr 50g sach choc,134
21020001575,SensaCath Aqua hydrophilic catheter male Tiemann tip 10Ch-18Ch,58
21270000431,Haddenham Venex class 1 (18-21mmHg) armsleeve,81
23351003825,"SenSura Soft Seal convex colostomy bag with dual filter and split film, midi soft cover 15-43mm",330
0408010N0AACWCW,Phenobarbital 25mg/5ml oral suspension,44
23354103855,"Confidence BE soft convex colostomy bag with filter and overlap, large 13mm-52mm white",42
20030100545,Clearpore dressing 10cm x 25cm,106
23350103745,"Moderma Flex convex colostomy bag with filter, maxi 15-38mm transparent",88
21270000709,Juzo Classic class 1 (18-21mmHg) seamless gauntlet,99
0401010B0AAAJAJ,Chloral hydrate 250mg suppositories,46
23944809549,"Combihesive Natura two piece ostomy system urostomy bag with tap, standard 70mm clear",142
0408010AEBFADAD,Axalid 100mg capsules,359
21270001754,Juzo Dynamic custom fit class 1 (18-21mmHg) below knee closed toe with silicone top band,44
21270001957,Jobst Elvarex Plus finger for class 2 (23-32mmHg),153
21270001982,Sigvaris Essential Thermoregulating class 1(18-21mmHg) thigh length closed toe with waist attachment,70
21270001954,Jobst Elvarex Plus custom fit class 2 (23-32mmHg) gauntlet to elbow,63
23300263184,Suportx Easy Peel breathable ostomy belt small 15cm white,57
23751027503,Comfishield Set 75mm jet,32
0801030P0BEABFF,Zlatal 22.5mg/0.9ml inj pre-filled syringes,53
21011200428,"Milex ring pessary size 1, 51mm diameter, silicone with support/folding",55
23600106033,Ileostomy bag with karaya 5 seal and microporous adhesive 30.5cm bag 64mm stoma,44
20031600005,Tegaderm Contact dressing 7.5cm x 10cm,39
20030900223,KerraFoam Gentle Border Heel dressing 23cm x 25cm,75
23960109792,Moderma Flex convex urostomy bag with Flextend barrier and adhesive border 20mm beige,68
23803458003,Pelican Protect wipes,1126
21270001105,Haddenham Star Cotton class 2 (23-32mmHg) armsleeve,31
21270001266,Juzo Dynamic class 2 (23-32mmHg) tights closed toe,39
21380000124,Prevalon heel protector I,58
20031900042,KerraContact Ag dressing 20cm x 40cm rectangular,58
23300263280,Suportx breathable tube ostomy belt extra small 15cm skin,28
0906026M0AAAEAE,Thiamine 25mg tablets,58
21270002668,Haddenham Doktus MTO class 3 (34-46mmHg) thigh length closed toe with grip top,34
23251052503,Ostomy bag cover medium,24
0601060D0BQACA0,GlucoMen LX Sensor testing strips,284
21300000702,Clinitas Carbomer 0.2% eye gel,598312
0103050P0AAAAAA,Omeprazole 20mg gastro-resistant capsules,31280592
0206020L0AAAAAA,Lercanidipine 10mg tablets,1705955
1001010J0AAAFAF,Ibuprofen 600mg tablets,63327
21480000101,FreeStyle Libre 2 Sensor,1210030
0409010Y0AAAAAA,Rasagiline 1mg tablets,184628
21300000913,Hylo Night eye ointment preservative free,464394
0106040M0BGABAA,CosmoCol Orange Flavour oral powder sachets,385990
0906040G0AAEBEB,"Colecalciferol 1,000unit / Calcium carbonate 2.5g chew tab",96594
1104010R0AAAAAA,Prednisolone acetate 1% eye drops,36214
21011200250,"Ring pessary 1.25cm thick, 50-80mm diameter, PVC",115437
0704010V0AAAAAA,Tamsulosin 400microgram / Dutasteride 500microgram capsules,113626
21010900564,TRUEplus lancets 0.195mm/33gauge,15934
0601023ADAAAAAA,Metformin 1g / Sitagliptin 50mg tablets,118573
21010900721,Unistik 3 Normal lancets 1.8mm/23gauge,26700
0403010F0AAABAB,Clomipramine 25mg capsules,64608
0106020C0AAAEAE,Bisacodyl 10mg suppositories,32787
0204000K0AABNBN,Metoprolol 25mg tablets,6181
1106000B0AAACAC,Acetazolamide 250mg tablets,97971
0407041Z0AAADAD,Zolmitriptan 5mg orodispersible tablets sugar free,33069
0904010X0BIACAA,Promin low protein fresh baked bread buns,822
21020000969,LoFric Hydro-Kit catheter male non PVC 8Ch-18Ch,2516
0301011U0AAAEAE,Salmeterol 50micrograms/dose dry powder inhaler,19918
0407020AGBBADAD,Palexia SR 100mg tablets,1271
0501060D0AAABAB,Clindamycin 150mg capsules,58022
20040200420,Chlorhexidine gauze dressing BP 10cm x 10cm,1183
23603356291,"Option soft convex ileostomy bag with filter and soft touch closure, midi 35mm plateau 15-34mm",311
21011200274,"Milex ring pessary size 3, 64mm diameter, silicone without support/folding",1306
0904010W0BJAAAE,Mevalia low protein chocotino bars,2250
20030600061,Allevyn dressing (non-adhesive) 10cm x 10cm square,6792
0212000A0AAAAAA,Acipimox 250mg capsules,1232
0304010I0BBADAB,Zirtek Allergy 1mg/ml oral solution,1155
0501070ACAAAAAA,Fidaxomicin 200mg tablets,589
20090001025,Comfifast MultiStretch 2-way stretch stockinette 5cm,391
0409010H0BIAEAM,Ipinnia XL 8mg tablets,10628
23301023101,Comfizz Level I unisex support boxers large/extra large neutral,30
090401000BBPWA0,S.O.S15 oral powder 31g sachets,599
21010900846,Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge,11337
0408010ALBBAEAE,Briviact 100mg tablets,1314
0601023A0AAABAB,Acarbose 100mg tablets,6231
0204000C0BBABAB,Sectral 200mg capsules,224
21040000261,Nova-T 380 intrauterine contraceptive device,7272
040801050AACHCH,Topiramate 100mg/5ml oral suspension sugar free,2441
23961009684,SenSura Mio soft convex urostomy bag midi 10-33mm,1391
0503021C0BBAGAG,Zovirax 200mg dispersible tablets,297
23944809900,Combihesive Natura two piece ostomy system convex durahesive flange with flexible collar 13-22mm,364
090607000BBLLA0,Nutrisorb Multivitamins liquid,329
22605056000,Careline E1 non-drainable night drainage bag,2943
0302000N0BJABBG,Aloflute 25micrograms/dose / 250micrograms/dose inhaler,2605
040702040BJACAI,Tramquel SR 150mg capsules,116
0502010B0AAAHAH,Fluconazole 200mg/5ml oral suspension,537
0408010W0AABVBV,Sodium valproate 50mg MR gran sachets sugar free,539
20030400146,Hydrocoll Thin Film dressing 10cm x 10cm square,524
23806008001,Clinifilm wipes,2732
21270002194,Sigvaris Initial (10-15mmHg) below knee closed toe,700
20030200206,Suprasorb X + PHMB dressing 9cm x 9cm square,793
0310000N0AAAGAG,Pseudoephedrine hydrochloride 60mg / Triprolidine 2.5mg tab,131
21270001382,Juzo Expert pressure pads for lymphoedema garment upper extremities,62
20030100351,Eclypse dressing 20cm x 30cm,1764
20020201125,Coban 2 Lite Compression Layer bandage 10cm x 3.5m,574
23601006372,"SenSura Mio light convex ileostomy bag with filter, maxi 31-43mm",2239
190205500BCNWA0,oraNurse unflavoured toothpaste 1450,197
1307000M0BXADBM,Bazuka Extra Strength Treatment 26% gel,317
23605906084,Welland Aura Plus ileostomy bag mini 13mm-50mm-70mm sand,114
20030600512,Kendall AMD Antimicrobial foam dressing 15cm x 15cm square,154
